visit_quarter,total_reviews,avg_star,pct_positive,pct_negative
Q1.0,14628,4.673297785069729,93.34153677878042,2.4815422477440525
Q2.0,11689,4.682693130293439,93.5494909744204,2.4210796475318674
Q3.0,11687,4.67365448789253,93.23179601266365,2.8322067254214085
Q4.0,13609,4.710485707987361,94.34932765081932,2.197075464765964
